1,30,30,101,-5356.3
2,40,30,101,-5195.4
3,30,30,100,-2372.7
4,40,30,100,-2343.8
5,30,40,101,-5127.3
6,30,40,100,-2347
7,40,40,101,-5397.2
8,40,40,100,-2138
9,-50,50,100,9.24E-02
10,50,50,100,104.01
11,-40,50,100,0.47821
12,-30,50,100,6.43E-03
13,-20,50,100,-4.99E-02
14,-10,50,100,0.80101
15,6.93889E-15,50,100,2.9864
16,10,50,100,4.0149
17,20,50,100,17.911
18,30,50,100,286.61
19,40,50,100,249.86
20,-50,-50,100,-1.3351
21,-50,-40,100,-0.23925
22,-50,-30,100,-0.37214
23,-50,-20,100,-0.62421
24,-50,-10,100,-0.59221
25,-50,6.93889E-15,100,-0.97538
26,-50,10,100,-1.0768
27,-50,20,100,-1.0526
28,-50,30,100,-0.63452
29,-50,40,100,-1.2058
30,50,-50,100,-0.45613
31,40,-50,100,-0.62972
32,30,-50,100,-0.89314
33,20,-50,100,-0.79088
34,10,-50,100,-1.0228
35,-6.93889E-15,-50,100,-0.99764
36,-10,-50,100,-0.79305
37,-20,-50,100,-0.74884
38,-30,-50,100,-0.18491
39,-40,-50,100,-0.11709
40,50,40,100,253.26
41,50,30,100,275.92
42,50,20,100,31.965
43,50,10,100,7.6301
44,50,-6.93889E-15,100,4.2535
45,50,-10,100,1.309
46,50,-20,100,0.82462
47,50,-30,100,0.37209
48,50,-40,100,0.52595
49,50,50,0,-434.36
50,50,50,10,-277.35
51,50,50,20,-287.7
52,50,50,30,-320.62
53,50,50,40,-363.89
54,50,50,50,-420.2
55,50,50,60,-487.49
56,50,50,70,-528.34
57,50,50,80,-420.4
58,50,50,90,-14.29
59,-50,50,0,-71.958
60,40,50,0,-330.01
61,30,50,0,-301.97
62,20,50,0,-265.51
63,10,50,0,-227.91
64,-6.93889E-15,50,0,-193.41
65,-10,50,0,-153.95
66,-20,50,0,-119.96
67,-30,50,0,-85.27
68,-40,50,0,-56.896
69,-50,50,10,-22.131
70,-50,50,20,-7.1662
71,-50,50,30,0.92704
72,-50,50,40,7.169
73,-50,50,50,12.043
74,-50,50,60,15.051
75,-50,50,70,14.859
76,-50,50,80,10.855
77,-50,50,90,2.4785
78,50,-50,0,-71.206
79,50,-50,10,-22.564
80,50,-50,20,-7.2477
81,50,-50,30,1.0261
82,50,-50,40,7.1612
83,50,-50,50,12.041
84,50,-50,60,15.134
85,50,-50,70,14.949
86,50,-50,80,10.545
87,50,-50,90,4.9559
88,50,-40,0,-54.93
89,50,-30,0,-87.07
90,50,-20,0,-117.5
91,50,-10,0,-152.99
92,50,6.93889E-15,0,-195.67
93,50,10,0,-225.14
94,50,20,0,-257.82
95,50,30,0,-319.41
96,50,40,0,-352.5
97,-50,-50,0,185.22
98,-50,-50,10,111.68
99,-50,-50,20,102.46
100,-50,-50,30,94.779
101,-50,-50,40,83.565
102,-50,-50,50,68.157
103,-50,-50,60,49.538
104,-50,-50,70,28.973
105,-50,-50,80,11.222
106,-50,-50,90,0.53165
107,-40,-50,0,145.99
108,-30,-50,0,115.68
109,-20,-50,0,95.271
110,-10,-50,0,76.17
111,6.93889E-15,-50,0,55.273
112,10,-50,0,32.543
113,20,-50,0,9.5072
114,30,-50,0,-17.186
115,40,-50,0,-53.271
116,-50,40,0,-55.234
117,-50,30,0,-19.972
118,-50,20,0,8.2368
119,-50,10,0,31.897
120,-50,-6.93889E-15,0,56.048
121,-50,-10,0,75.292
122,-50,-20,0,93.871
123,-50,-30,0,116.6
124,-50,-40,0,163.55
125,15.43402747,-8.402778382,100,-0.19814
126,-16.68154808,-0.178571821,100,-6.23E-02
127,3.087142851,16.43690818,100,0.40796
128,-15.25690922,-22.29632154,100,-0.20272
129,-19.47048626,24.13194451,100,0.17418
130,22.4999995,-30.00000073,100,-2.86E-02
131,22.4999995,9.999999311,100,9.759
132,-26.61207184,-19.14736315,100,-0.31689
133,11.70138851,-28.7500007,100,-0.20391
134,3.199328281,39.47699796,100,-0.70454
135,26.66666669,-10.0000004,100,0.6659
136,-29.16666695,20.00000002,100,-8.69E-02
137,4.166666263,-6.666667294,100,-4.84E-02
138,-28.33333394,-3.10441E-07,100,-0.21403
139,-27.01678246,-40.10416687,100,-6.63E-02
140,-30.15769694,29.5428241,100,0.2188
141,35.69847971,15.7029521,100,5.4809
142,16.26736068,32.98611093,100,-0.91149
143,-6.875000079,-37.50000068,100,-0.25779
144,-6.541172389,8.195250379,100,-9.48E-02
145,-7.482746798,21.10270531,100,0.63576
146,31.45833341,-22.50000016,100,-4.65E-02
147,31.45833341,2.499999517,100,1.4688
148,-13.03427089,38.37574871,100,-0.10132
149,-37.91666722,-24.99999983,100,-0.61328
150,-38.86242892,-14.44122724,100,-0.20256
151,-3.771931213,-16.88270102,100,-0.21766
152,-18.12500029,12.49999984,100,0.26843
153,20.69228515,22.86409829,100,71.246
154,13.33333288,1.666666009,100,0.92849
155,-39.16666734,4.999999733,100,-0.11937
156,2.989703491,27.83102622,100,0.97612
157,15.20833292,-39.16666738,100,3.58E-02
158,-39.72222258,24.99999991,100,-9.73E-02
159,-39.72222258,34.99999968,100,0.18531
160,-5.367164383,-3.977670697,100,0.19196
161,7.291666271,-17.50000066,100,1.38E-02
162,4.126983956,-39.52381002,100,-8.36E-02
163,-17.74305543,-38.75000064,100,-0.29235
164,-7.194253886,-27.25118873,100,-7.66E-02
165,-5.104166824,32.08333349,100,1.2945
166,-36.54759401,-40.91393633,100,-0.74156
167,18.74999958,-20.00000072,100,0.27804
168,27.39978963,-39.8753622,100,0.25682
169,-23.09122394,-30.10115922,100,-0.46445
170,-38.54166728,-5.00000016,100,-0.14459
171,-28.75000044,9.999999854,100,-0.11535
172,-20.98314236,43.5834582,100,0.5754
173,-39.44444496,14.99999982,100,-0.23552
174,40.03354445,7.386593519,100,0.72995
175,40.03343431,-27.69141501,100,0.15368
176,3.854166154,4.583332746,100,0.48026
177,-30.9548611,39.37500014,100,-0.16623
178,27.76041649,18.54166616,100,25.601
179,22.1274192,0.562921032,100,0.91733
180,-13.22916703,-12.91666717,100,-0.1868
181,-32.32700473,-32.40261005,100,-0.52802
182,-30.64297585,-8.827420058,100,-0.29468
183,12.83364464,13.16140916,100,4.7249
184,13.37294125,41.19288865,100,14.637
185,21.51041617,41.04166636,100,99.055
186,-21.90972216,33.75000035,100,-2.00E-02
187,-4.55938452,42.89422787,100,2.2209
188,39.5312504,-18.12499992,100,0.30636
189,39.5312504,-1.87500022,100,1.0881
190,2.291666383,-27.50000067,100,-0.2593
191,34.15866435,22.99585899,100,206.68
192,10.85057905,24.7024295,100,3.1885
193,38.12499961,-42.50000033,100,-3.96E-02
194,40.0311853,20.87442009,100,-9.7236
195,-12.95096532,29.47789747,100,0.13103
